"                                        car";"area";"uf";"mun";"modulo_fiscal";"tipo_imovel";"situacao";"condicao                                         "
" MS-5002308-2621F557BB5645BB9B6A9AF5037F10F2";"4.1217";"MS";"Brasilândia";"0.1200";"IRU";"AT";"Aguardando analise"
" MS-5002308-D8F182F3E7DF4FD18228DDDA98E4ED11";"4.1147";"MS";"Brasilândia";"0.1200";"IRU";"AT";"Aguardando analise"
" MS-5002308-F6884F10477D427589B8977CD00D54B5";"289.3282";"MS";"Brasilândia";"8.2700";"IRU";"AT";"Aguardando analise"
" MS-5002308-052197F52DD545D2821B20D8F4B85B75";"237.9108";"MS";"Brasilândia";"6.7400";"IRU";"AT";"Aguardando analise"
" MS-5002308-76259F3E401F4A7888EADAFC861044C1";"560.0826";"MS";"Brasilândia";"16.0200";"IRU";"AT";"Aguardando analise"
" MS-5002308-F9DE953A9A674C16924975AF4F48263B";"2001.8857";"MS";"Brasilândia";"57.1000";"IRU";"AT";"Aguardando analise"
" MS-5002308-665245ECE7814F5E839B259015A7DA43";"22.2489";"MS";"Brasilândia";"0.6400";"IRU";"AT";"Aguardando analise"
" MS-5002308-23204330CEBF44C8AD21C4E2681C8AA6";"571.5530";"MS";"Brasilândia";"16.3300";"IRU";"AT";"Aguardando analise"
" MS-5002308-1FDC5AC017954420B9B76703A224F66D";"34.8866";"MS";"Brasilândia";"1.0000";"IRU";"AT";"Aguardando analise"
" MS-5002308-208D088AD9F24E2781853A3B3A2627C7";"72.5179";"MS";"Brasilândia";"2.0700";"IRU";"AT";"Aguardando analise"
" MS-5002308-3833DBB7DCA946B283F4D074CB8AC1A0";"9.7741";"MS";"Brasilândia";"0.2800";"IRU";"AT";"Aguardando analise"
" MS-5002308-DE6D9AE251DB4A588F4CE162D1687228";"11.4278";"MS";"Brasilândia";"0.3300";"IRU";"AT";"Aguardando analise"
" MS-5002308-ACFA39225B8E4EEBA93C7D12D741C201";"108.8628";"MS";"Brasilândia";"3.1100";"IRU";"AT";"Aguardando análise, não passível de revisão de dados"
" MS-5002308-01B2F09348CA4C94886EB82220267121";"72.2100";"MS";"Brasilândia";"2.0600";"IRU";"AT";"Aguardando analise"
" MS-5002308-C7187BEFA91347A2804F58020CFD9460";"498.5223";"MS";"Brasilândia";"14.1900";"IRU";"AT";"Aguardando análise, não passível de revisão de dados"
" MS-5002308-311AD94F32EB4C82AC62422F8E06E1E5";"36.4576";"MS";"Brasilândia";"1.0400";"IRU";"AT";"Aguardando analise"
" MS-5002308-BC36D4ED89FC45399725E6F3E4DB7AB4";"4.9305";"MS";"Brasilândia";"0.1400";"IRU";"AT";"Aguardando analise"
" MS-5002308-080D1BF366EA4B64AC4C0E63994EBD70";"36.1315";"MS";"Brasilândia";"1.0400";"IRU";"AT";"Aguardando analise"
" MS-5002308-52A3957583E44B088F8CD40E59F999E9";"11.2034";"MS";"Brasilândia";"0.3200";"IRU";"AT";"Aguardando analise"
" MS-5002308-9898B297989746DC8ED77E58D3783562";"34.8837";"MS";"Brasilândia";"0.9900";"IRU";"AT";"Aguardando analise"
" MS-5002308-27F0E782D1C44D63B40539998F9474C8";"288.9195";"MS";"Brasilândia";"8.2800";"IRU";"AT";"Aguardando analise"
" MS-5002308-4F2A15C68C3C4470BA8B5298C232A37A";"12.4360";"MS";"Brasilândia";"0.3600";"IRU";"AT";"Aguardando analise"
" MS-5002308-C4AF43DA89184FD7B9A24FB5548FAF6B";"363.7949";"MS";"Brasilândia";"10.3800";"IRU";"AT";"Aguardando analise"
" MS-5002308-D3F0A44661A243969D7FCFDB512867B3";"4.8732";"MS";"Brasilândia";"0.1400";"IRU";"AT";"Aguardando analise"
" MS-5002308-957AFCE9EF494E5686944FE23BB95894";"14.3699";"MS";"Brasilândia";"0.4100";"IRU";"AT";"Aguardando analise"
" MS-5002308-A502E98C27BB456AACFB5680290D419F";"1147.2050";"MS";"Brasilândia";"32.7800";"IRU";"AT";"Aguardando analise"
" MS-5002308-54B683D3E7A44590924423367EDF1DBE";"150.3285";"MS";"Brasilândia";"4.3000";"IRU";"AT";"Aguardando analise"
" MS-5002308-4651A24E386A48F8BB9233C494653CD0";"4.9420";"MS";"Brasilândia";"0.1400";"IRU";"AT";"Aguardando analise"
" MS-5002308-04B636238F0E4D709B75584CA0292548";"97.7071";"MS";"Brasilândia";"2.7900";"IRU";"AT";"Aguardando analise"
" MS-5002308-62F54D2E3BAD4D85B528ED10043F735C";"4.7837";"MS";"Brasilândia";"0.1400";"IRU";"AT";"Aguardando analise"
" MS-5002308-1A4021E5D41C416E8A2E9FB77D08923F";"3.9985";"MS";"Brasilândia";"0.1100";"IRU";"AT";"Aguardando analise"
" MS-5002308-E819D09448E64174B43FD19AA342978E";"2318.6733";"MS";"Brasilândia";"66.2600";"IRU";"AT";"Aguardando analise"
" MS-5002308-22CDBECF33B04EBFB301DD84740D1102";"25.0193";"MS";"Brasilândia";"0.7200";"IRU";"AT";"Aguardando analise"
" MS-5002308-934F9EDBB16E4B00B5AAE9A554CD18A5";"63.2168";"MS";"Brasilândia";"1.8100";"IRU";"AT";"Aguardando analise"
" MS-5002308-D6782E94252C4197BF7B944B32FECF56";"4.1121";"MS";"Brasilândia";"0.1200";"IRU";"AT";"Aguardando analise"
" MS-5002308-9286A9078DD243E38FD103E9113A983C";"254.7461";"MS";"Brasilândia";"7.2800";"IRU";"AT";"Aguardando analise"
" MS-5002308-5B5F7AB72DC94F6A959351F7082986C5";"78.6600";"MS";"Brasilândia";"2.2500";"IRU";"AT";"Aguardando analise"
" MS-5002308-3E10DC0324E34916B3043AE559C39D1F";"4.1121";"MS";"Brasilândia";"0.1200";"IRU";"AT";"Aguardando analise"
" MS-5002308-3E39DBCED4284F5EA54031F414A233A1";"4.1121";"MS";"Brasilândia";"0.1200";"IRU";"AT";"Aguardando analise"
" MS-5002308-D531FB636BD4445FB7973B61419E8237";"4.1121";"MS";"Brasilândia";"0.1200";"IRU";"AT";"Aguardando analise"
" MS-5002308-8B51F815D0704FDAA672EA5B0A39BC7F";"4.1121";"MS";"Brasilândia";"0.1200";"IRU";"AT";"Aguardando analise"
" MS-5002308-B5F28E23B162476EA9A0FDC1E1C90B40";"43.4125";"MS";"Brasilândia";"1.2300";"IRU";"AT";"Aguardando analise"
" MS-5002308-168B350A46BE4882BAB0A557C50F4D4B";"178.7195";"MS";"Brasilândia";"5.1100";"IRU";"AT";"Aguardando análise, não passível de revisão de dados"
" MS-5002308-4F2B7CEEB7A244EDA7A7D274888350CE";"123.1430";"MS";"Brasilândia";"3.5200";"IRU";"AT";"Aguardando analise"
" MS-5002308-D413A28640754C5E930CB75FF3F0E798";"4.0535";"MS";"Brasilândia";"0.1200";"IRU";"AT";"Aguardando analise"
" MS-5002308-169E10857FC14EAABEBAA045D88BED08";"374.6356";"MS";"Brasilândia";"10.7100";"IRU";"CA";"CANCELADO_POR_DECISAO_ADMINISTRATIVA"
" MS-5002308-93052941066647E3B5FAC7135C71B84D";"247.6336";"MS";"Brasilândia";"7.0800";"IRU";"AT";"Aguardando analise"
" MS-5002308-DB548AB35149415C8195F8D0197B08FF";"4.8756";"MS";"Brasilândia";"0.1400";"IRU";"AT";"Aguardando analise"
" MS-5002308-EF9E832EC4A84972AA99D3B2E4AE0CEF";"39.2745";"MS";"Brasilândia";"1.1100";"IRU";"AT";"Aguardando analise"
" MS-5002308-CDAFFAA668944107BFED4D1A58F0D81E";"103.9125";"MS";"Brasilândia";"2.9700";"IRU";"AT";"Aguardando analise"
" MS-5002308-908E789CACE74D0BBFAD6B169DCBDD08";"3632.4665";"MS";"Brasilândia";"103.8000";"IRU";"AT";"Aguardando analise"
" MS-5002308-C415562E295F4C63B793BABD719484EF";"9.5964";"MS";"Brasilândia";"0.2700";"IRU";"AT";"Aguardando analise"
" MS-5002308-035806B7975549D891DC7145C89BC968";"4.9330";"MS";"Brasilândia";"0.1400";"IRU";"AT";"Aguardando analise"
" MS-5002308-6F680AA8FFDE492F97F361F350F4C82F";"251.2177";"MS";"Brasilândia";"7.2200";"IRU";"AT";"Aguardando analise"
" MS-5002308-1890B376260B486487FD5EC856A3DFF6";"169.4129";"MS";"Brasilândia";"4.8400";"IRU";"AT";"Aguardando analise"
" MS-5002308-E5BCD4BA69CB4A40BF76FB2FCE495F76";"678.1872";"MS";"Brasilândia";"19.3800";"IRU";"AT";"Aguardando analise"
" MS-5002308-0DE99A1B13D3475FBF09A7AC8829FD1C";"480.0900";"MS";"Brasilândia";"13.7300";"IRU";"AT";"Aguardando analise"
" MS-5002308-C061E17191414453A27C0BA559DCFCCA";"8.4441";"MS";"Brasilândia";"0.2400";"IRU";"AT";"Aguardando analise"
" MS-5002308-A7A9B6B26C2C457EB31D9D9992570E68";"24.7516";"MS";"Brasilândia";"0.7200";"IRU";"AT";"Aguardando analise"
" MS-5002308-2762245AACAE453AA31A4F007C943DAA";"138.4250";"MS";"Brasilândia";"3.9600";"IRU";"AT";"Aguardando análise, não passível de revisão de dados"
" MS-5002308-AF19E635F9B34EEE86D038E21D9570AB";"10.9068";"MS";"Brasilândia";"0.3100";"IRU";"AT";"Aguardando analise"
