"                                      car";"area";"uf";"mun";"modulo_fiscal";"tipo_imovel";"situacao";"condicao                                      "
" MG-3170107-5087C9F3FD194654B89CDDF327FF9B1B";"22.3933";"MG";"Uberaba";"0.9331";"IRU";"AT";"Aguardando análise"
" MG-3170107-723117C0813843C5B5BF6DDE0D547E2D";"338.8298";"MG";"Uberaba";"14.1179";"IRU";"AT";"Aguardando analise"
" MG-3170107-FDA6D01AEEF645DDB312AC4A870F078D";"158.0248";"MG";"Uberaba";"6.5844";"IRU";"AT";"Aguardando análise, não passível de revisão de dados"
" MG-3170107-75E029D0C4A04AB28F7EDD9236E98D40";"100.8986";"MG";"Uberaba";"4.2041";"IRU";"AT";"Aguardando análise"
" MG-3170107-C79A693BEDA44681A8ADC2555260D01A";"562.6654";"MG";"Uberaba";"23.4444";"IRU";"AT";"Aguardando analise"
" MG-3170107-78A7E585CAF74700BA9F335B7D455511";"2.9456";"MG";"Uberaba";"0.1227";"IRU";"AT";"Aguardando análise"
" MG-3170107-E297F474AF664AE2B41F9F86971016BD";"7.2877";"MG";"Uberaba";"0.3037";"IRU";"AT";"Aguardando análise"
" MG-3170107-5E815B912DB844CA9F445466D3962CD6";"10.7523";"MG";"Uberaba";"0.4480";"IRU";"AT";"Aguardando análise"
" MG-3170107-61C92DF2D923478295D73DBEC00202E9";"5.4524";"MG";"Uberaba";"0.2272";"IRU";"AT";"Aguardando analise"
" MG-3170107-4D46DBDA670F4A51B4977FD51B2BCB39";"7.2877";"MG";"Uberaba";"0.3037";"IRU";"AT";"Aguardando análise"
" MG-3170107-811C977C22A746F89133DEA443428FF2";"2.3562";"MG";"Uberaba";"0.0982";"IRU";"AT";"Aguardando análise"
" MG-3170107-602E738053614E9790148EBBEA3CC845";"32.6426";"MG";"Uberaba";"1.3601";"IRU";"AT";"Aguardando analise"
" MG-3170107-CFAD5A1E8A0849908D6A011211226DA4";"302.6216";"MG";"Uberaba";"12.6092";"IRU";"AT";"Aguardando analise"
" MG-3170107-72ABA4BDA9D74A43922E7E5F96B168CA";"113.9534";"MG";"Uberaba";"4.7481";"IRU";"AT";"Aguardando análise"
" MG-3170107-6A45ECB614AD4B2F8B5E207BC2A429C0";"4.8435";"MG";"Uberaba";"0.2018";"IRU";"AT";"Aguardando analise"
" MG-3170107-68412F36294343A7B7695362490B1DF0";"27.4523";"MG";"Uberaba";"1.1438";"IRU";"AT";"Aguardando análise"
" MG-3170107-CB2D17EA8B1346C9AFD8B2151A07BAD2";"8.0153";"MG";"Uberaba";"0.3340";"IRU";"AT";"Aguardando analise"
" MG-3170107-4DBB428FDAFF47619F1980AA803B8856";"9.6878";"MG";"Uberaba";"0.4037";"IRU";"AT";"Aguardando analise"
" MG-3170107-D6786D5C939D4009AB30A90EF4740B12";"9.3277";"MG";"Uberaba";"0.3887";"IRU";"AT";"Aguardando análise"
" MG-3170107-3A37D1E79B614B28BF712887378450F2";"44.5541";"MG";"Uberaba";"1.8564";"IRU";"AT";"Aguardando análise, não passível de revisão de dados"
" MG-3170107-EFD6CC0E0559463E9761A40CC5BE12D5";"34.6100";"MG";"Uberaba";"1.4421";"IRU";"AT";"Aguardando análise"
" MG-3170107-7E56390A117D41E3ACCA3545A9DEE794";"24.9341";"MG";"Uberaba";"1.0389";"IRU";"AT";"Aguardando análise"
" MG-3170107-FBC399A1E0A642BAAAF179A921B6A760";"1342.9055";"MG";"Uberaba";"55.9544";"IRU";"AT";"Aguardando analise"
