"                                      car";"area";"uf";"mun";"modulo_fiscal";"tipo_imovel";"situacao";"condicao                                       "
" MG-3171105-9035C8BFA9B2483187B050CA45C7E0CD";"30.2371";"MG";"Veríssimo";"1.2600";"IRU";"AT";"Aguardando análise"
" MG-3171105-385B890AC1AB419899190D11839C6023";"24.2000";"MG";"Veríssimo";"1.0083";"IRU";"AT";"Aguardando analise"
" MG-3171105-62920244F3E241CF8E7F7D29BA919C76";"23.6688";"MG";"Veríssimo";"0.9862";"IRU";"AT";"Aguardando análise"
" MG-3171105-72DE8004AF6640088E40EE41B6579CE8";"51.9604";"MG";"Veríssimo";"2.1650";"IRU";"AT";"Aguardando análise"
" MG-3171105-A0D6ACDCE0D6436190394EED616C44F3";"26.8784";"MG";"Veríssimo";"1.1199";"IRU";"AT";"Aguardando análise"
" MG-3171105-A3DF5C3D00A649B099CBCAC1916F4563";"16.0500";"MG";"Veríssimo";"0.6700";"IRU";"AT";"Aguardando análise"
" MG-3171105-132B87147A694A319408D37386D1C5A8";"92.9936";"MG";"Veríssimo";"3.8747";"IRU";"AT";"Aguardando análise"
" MG-3171105-EC788D60E71241FB86288CB43B64E266";"5.8815";"MG";"Veríssimo";"0.2451";"IRU";"AT";"Aguardando analise"
" MG-3171105-96177E1C3C5547208285D36B4667FEEB";"77.5300";"MG";"Veríssimo";"3.2304";"IRU";"AT";"Aguardando analise"
" MG-3171105-01811ECE3C0143489781AF8CB2FCBFA0";"25.2951";"MG";"Veríssimo";"1.0540";"IRU";"AT";"Aguardando analise"
" MG-3171105-E2D8B167AFBE434797E6CE64B50710B9";"44.7095";"MG";"Veríssimo";"1.8629";"IRU";"AT";"Aguardando analise"
" MG-3171105-9708924262314CCAA607111E486BA211";"188.2740";"MG";"Veríssimo";"7.8447";"IRU";"AT";"Aguardando analise"
" MG-3171105-C8401B4778AA49B3B5FD04FE8B3BF13C";"95.9490";"MG";"Veríssimo";"3.9979";"IRU";"AT";"Aguardando análise, não passível de revisão de dados"
" MG-3171105-AA2B91CB240041AF87A30269160DFF21";"36.4160";"MG";"Veríssimo";"1.5173";"IRU";"AT";"Aguardando analise"
" MG-3171105-AAAE7567698A4CB68BB293A2FCFE250C";"14.5201";"MG";"Veríssimo";"0.6050";"IRU";"AT";"Aguardando analise"
" MG-3171105-E3EC960A74D444F58A84C0CB5041740C";"203.5186";"MG";"Veríssimo";"8.5000";"IRU";"AT";"Aguardando análise"
" MG-3171105-DFCCEA8E45BC40DB8F180C335DF809EC";"78.8376";"MG";"Veríssimo";"3.2900";"IRU";"AT";"Aguardando análise"
" MG-3171105-B0E0A74ED3134D0F8F7F55E997B6B3B8";"50.0940";"MG";"Veríssimo";"2.0873";"IRU";"AT";"Aguardando analise"
" MG-3171105-19D0D19B7AAC4A759D5263EF68CBB477";"5.9554";"MG";"Veríssimo";"0.2481";"IRU";"AT";"Aguardando análise"
" MG-3171105-9CDE520920824558AB67ED83EFC7A339";"78.8343";"MG";"Veríssimo";"3.2900";"IRU";"AT";"Aguardando análise"
