"                                         car";"area";"uf";"mun";"modulo_fiscal";"tipo_imovel";"situacao";"condicao                                         "
" MG-3159803-572321CF4E6B442EA4BCBE0EDA1142C1";"35.1008";"MG";"Santa Vitória";"1.1800";"IRU";"AT";"Aguardando análise"
" MG-3159803-F7BB9A5902784BC095C79AF72B16C3FC";"43.3187";"MG";"Santa Vitória";"1.4500";"IRU";"AT";"Aguardando análise"
" MG-3159803-9D193B4011AC40BE852B6F203512F5CA";"68.0630";"MG";"Santa Vitória";"2.2688";"IRU";"AT";"Aguardando análise"
" MG-3159803-F2BA5FCAA29A43D7B7DF30884A7E52E3";"3.9450";"MG";"Santa Vitória";"0.1315";"IRU";"AT";"Aguardando análise"
" MG-3159803-1CFAD426129246079019BA280B6BD996";"143.4496";"MG";"Santa Vitória";"4.7817";"IRU";"AT";"Aguardando analise"
" MG-3159803-01E8C1D8592B422D83039D1D1B865A02";"711.6779";"MG";"Santa Vitória";"23.7226";"IRU";"AT";"Aguardando analise"
" MG-3159803-3883BA3000D648FE92C5F351118C34BB";"72.6002";"MG";"Santa Vitória";"2.4200";"IRU";"AT";"Aguardando análise"
" MG-3159803-39E0E69D349C43E6944760594AA1F76F";"13.3128";"MG";"Santa Vitória";"0.4438";"IRU";"AT";"Aguardando análise"
" MG-3159803-E26AB6F7749C4468B03EA3CEBB1228CE";"43.2732";"MG";"Santa Vitória";"1.4424";"IRU";"AT";"Aguardando análise"
" MG-3159803-A70377D33B264C3BA9CF4D2465F365FC";"2.0154";"MG";"Santa Vitória";"0.0672";"IRU";"AT";"Aguardando analise"
" MG-3159803-06EAF6DC7D354EF3AE6A2439CE6E911B";"139.8601";"MG";"Santa Vitória";"4.6620";"IRU";"AT";"Aguardando análise"
" MG-3159803-82D589F7FD1B4BC285A47BDCB6F3329F";"6.1676";"MG";"Santa Vitória";"0.2056";"IRU";"AT";"Aguardando análise"
" MG-3159803-B4E9E65A701242A89558E9297D9E78AD";"5.0458";"MG";"Santa Vitória";"0.1682";"IRU";"AT";"Aguardando analise"
" MG-3159803-91A82CE2137A4CB3B49EDD4C57EDE28B";"128.1787";"MG";"Santa Vitória";"4.2726";"IRU";"AT";"Aguardando analise"
" MG-3159803-99F657E0AB9747E793DCF0E44CB6A1D4";"55.7206";"MG";"Santa Vitória";"1.8574";"IRU";"AT";"Aguardando análise"
" MG-3159803-D6E3ACAF14C24F0DBA124249B48FBE39";"130.3540";"MG";"Santa Vitória";"4.3451";"IRU";"AT";"Aguardando análise"
" MG-3159803-9D4AA8AF17154AB681DA9F4B6A66D37A";"22.2771";"MG";"Santa Vitória";"0.7426";"IRU";"AT";"Aguardando analise"
" MG-3159803-144C340A510849D4B358DB387F32FC99";"575.3044";"MG";"Santa Vitória";"19.1768";"IRU";"AT";"Aguardando análise"
" MG-3159803-76F31BA8B3874FB9B74AF30ACE9C27C1";"15.4844";"MG";"Santa Vitória";"0.5161";"IRU";"AT";"Aguardando análise"
" MG-3159803-E027E9B994F24838AB16E2B88341BE0C";"197.1483";"MG";"Santa Vitória";"6.5716";"IRU";"AT";"Aguardando análise"
" MG-3159803-82B0954491EC4D8089325967098CA402";"140.3630";"MG";"Santa Vitória";"4.6788";"IRU";"AT";"Aguardando análise"
" MG-3159803-483CEB14D295451994EEA9FB84ED137C";"57.6395";"MG";"Santa Vitória";"1.9213";"IRU";"AT";"Aguardando analise"
" MG-3159803-090F2E5D65B2403090C0282AE764380A";"3.7131";"MG";"Santa Vitória";"0.1238";"IRU";"AT";"Aguardando análise"
" MG-3159803-786E5F58EA534DA485B04417094D4BBF";"88.1317";"MG";"Santa Vitória";"2.9377";"IRU";"AT";"Aguardando análise"
" MG-3159803-5B1E30C45311431F869B7DBBAFE2232E";"49.7786";"MG";"Santa Vitória";"1.6593";"IRU";"AT";"Aguardando análise"
" MG-3159803-09B4F2F053644389B9098534AE6A6949";"67.7695";"MG";"Santa Vitória";"2.2590";"IRU";"AT";"Aguardando análise"
" MG-3159803-6C390109B0254A5A8548F6C8E886926C";"60.5925";"MG";"Santa Vitória";"2.0198";"IRU";"AT";"Aguardando análise"
" MG-3159803-4BFB45A8C1144259809143AD515004EA";"98.9491";"MG";"Santa Vitória";"3.2983";"IRU";"AT";"Aguardando análise"
" MG-3159803-AFAA0820B11247D18B87707B9FA4C285";"2253.5684";"MG";"Santa Vitória";"75.1189";"IRU";"AT";"Aguardando analise"
" MG-3159803-EC2DDB3DEEF8458E8C5F8ABF9EEEEEA0";"19.2643";"MG";"Santa Vitória";"0.6500";"IRU";"AT";"Aguardando análise"
" MG-3159803-B750FCADAF764BFDB199D66C4791555C";"189.5473";"MG";"Santa Vitória";"6.3182";"IRU";"AT";"Aguardando analise"
" MG-3159803-A6DEDBE27C4847FE9ECA3615197843E6";"857.7914";"MG";"Santa Vitória";"28.5930";"IRU";"AT";"Aguardando analise"
" MG-3159803-BC9BFE8BF5034DE5B89CE1C9E7522BB9";"109.1470";"MG";"Santa Vitória";"3.6382";"IRU";"AT";"Aguardando analise"
" MG-3159803-3F069530743D41F599C2F7470591B801";"21.5302";"MG";"Santa Vitória";"0.7200";"IRU";"AT";"Aguardando análise"
" MG-3159803-78AAE87F9667415790BE5B917E11F534";"69.4186";"MG";"Santa Vitória";"2.3300";"IRU";"AT";"Aguardando análise"
" MG-3159803-2E8AA4C379444DA1B7BF0D6BC41B33D6";"67.5339";"MG";"Santa Vitória";"2.2600";"IRU";"AT";"Aguardando análise"
" MG-3159803-238DA6E1355443D3B13CB440AC6A27D8";"5.3951";"MG";"Santa Vitória";"0.1400";"IRU";"AT";"Aguardando análise"
" MG-3159803-32233E4E5B244D028A07D96A6822CB42";"17.7550";"MG";"Santa Vitória";"0.5918";"IRU";"AT";"Aguardando analise"
" MG-3159803-EB1D8474A97F405A91E655CCCDFAD81D";"40.2942";"MG";"Santa Vitória";"1.3500";"IRU";"AT";"Aguardando análise"
" MG-3159803-1A1F22B1F0054B379C5F0905659FFD10";"17.7100";"MG";"Santa Vitória";"0.5900";"IRU";"AT";"Aguardando análise"
" MG-3159803-8DAD88367E3A4D4B8F232FE7DECEA4D0";"2.3800";"MG";"Santa Vitória";"0.0800";"IRU";"AT";"Aguardando análise"
" MG-3159803-C91CB62982DA444F8CDC01C0A5B23B6E";"81.9401";"MG";"Santa Vitória";"2.7313";"IRU";"AT";"Aguardando analise"
" MG-3159803-2542BE4A18284BF6A1CF5ECE59DF76FD";"34.0300";"MG";"Santa Vitória";"1.1300";"IRU";"AT";"Aguardando análise"
" MG-3159803-8EBB4B61174B41D1B1358CC47B4B508F";"126.0700";"MG";"Santa Vitória";"4.2000";"IRU";"AT";"Aguardando análise"
" MG-3159803-38CE0785392F4AB6BB830FB96FEEAB76";"32.2105";"MG";"Santa Vitória";"1.0737";"IRU";"AT";"Aguardando analise"
" MG-3159803-214137DE147D4E60A96D5697A6833B2E";"51.2988";"MG";"Santa Vitória";"1.7100";"IRU";"AT";"Aguardando analise"
" MG-3159803-3F5DDCF1870E42ED9597255AA81987DF";"1412.4553";"MG";"Santa Vitória";"47.0818";"IRU";"AT";"Aguardando analise"
" MG-3159803-2ACF38EF20514DA7B2D65FEA701C238A";"4.8400";"MG";"Santa Vitória";"0.1613";"IRU";"AT";"Aguardando analise"
" MG-3159803-101FCCAC35DC4C6695938E47016C39C0";"103.0576";"MG";"Santa Vitória";"3.4353";"IRU";"AT";"Aguardando analise"
" MG-3159803-DAF27220AA4B4659B617E53ACF2012D5";"127.9949";"MG";"Santa Vitória";"4.2665";"IRU";"AT";"Aguardando analise"
" MG-3159803-541BDCB6709447BF8DD63A42745DE5FF";"15.8932";"MG";"Santa Vitória";"0.5298";"IRU";"AT";"Aguardando análise, não passível de revisão de dados"
" MG-3159803-9A06331B7FCE49EFA533437F8B49F2BA";"9.6865";"MG";"Santa Vitória";"0.3229";"IRU";"AT";"Aguardando análise"
" MG-3159803-69D446731ABE4E9D8E710DA0E98DD3F3";"14.5569";"MG";"Santa Vitória";"0.4852";"IRU";"AT";"Aguardando analise"
" MG-3159803-F1C8F0D8254442C48C500D3C9E9D9F1D";"114.8065";"MG";"Santa Vitória";"3.8269";"IRU";"AT";"Aguardando analise"
" MG-3159803-489185B038414BC7B04D4AE819BEA273";"51.9400";"MG";"Santa Vitória";"1.7300";"IRU";"AT";"Aguardando análise"
" MG-3159803-AD8572A51D1B419BB506480677ACC913";"87.3257";"MG";"Santa Vitória";"2.9109";"IRU";"AT";"Aguardando analise"
" MG-3159803-0547393D1CDF4A86B9D46EC3EB5352BB";"52.6700";"MG";"Santa Vitória";"1.7600";"IRU";"AT";"Aguardando análise"
" MG-3159803-272707CB041F416FA797B16E1E802FFB";"112.8632";"MG";"Santa Vitória";"3.7621";"IRU";"AT";"Aguardando analise"
" MG-3159803-B34FF38EE443407599D9F9197FFBB673";"47.1080";"MG";"Santa Vitória";"1.5703";"IRU";"AT";"Aguardando analise"
