"                                             car";"area";"uf";"mun";"modulo_fiscal";"tipo_imovel";"situacao";"condicao                                             "
" MG-3117306-D97A671BE49F486C9D2D0038AE865B29";"25.5549";"MG";"Conceição das Alagoas";"1.0648";"IRU";"AT";"Aguardando análise"
" MG-3117306-146FCA8844A74165818826F9970BE426";"58.8923";"MG";"Conceição das Alagoas";"2.4600";"IRU";"AT";"Aguardando análise"
" MG-3117306-AB3D911DDBB84657A717CD0742A01D65";"48.8404";"MG";"Conceição das Alagoas";"2.0350";"IRU";"AT";"Aguardando análise"
" MG-3117306-DB79295AB3B54EDDAD85A7164F48A85B";"2.4240";"MG";"Conceição das Alagoas";"0.1010";"IRU";"AT";"Aguardando análise"
" MG-3117306-F1AAA614D74B4E01A36557AB04FAD1BD";"110.5335";"MG";"Conceição das Alagoas";"4.6056";"IRU";"AT";"Aguardando análise"
" MG-3117306-B437BE593CD4462C95C60CA9EF23764E";"186.1563";"MG";"Conceição das Alagoas";"7.7565";"IRU";"AT";"Aguardando análise"
" MG-3117306-73A69D159DD44AF3B5D2508E71BFE7D6";"48.9610";"MG";"Conceição das Alagoas";"2.0500";"IRU";"AT";"Aguardando análise"
" MG-3117306-8574C4AE099F474FB2B2CAB3C66C8C43";"21.7078";"MG";"Conceição das Alagoas";"0.9045";"IRU";"AT";"Aguardando análise"
" MG-3117306-30281568858444F5A09A68CD48CF6B82";"48.7333";"MG";"Conceição das Alagoas";"2.0306";"IRU";"AT";"Aguardando analise"
" MG-3117306-B96578E25E234A88B55C79308A65E10E";"4.3869";"MG";"Conceição das Alagoas";"0.1828";"IRU";"AT";"Aguardando analise"
" MG-3117306-E18C75D7DF2F49238C10671241062D81";"251.1971";"MG";"Conceição das Alagoas";"10.4665";"IRU";"AT";"Aguardando analise"
" MG-3117306-098FA6DFDB70445BB4E72D3D99A8BE2B";"117.0856";"MG";"Conceição das Alagoas";"4.8786";"IRU";"AT";"Aguardando análise"
" MG-3117306-D9C07DD6AA4A4F12877331651836906B";"45.2378";"MG";"Conceição das Alagoas";"1.8849";"IRU";"AT";"Aguardando análise"
" MG-3117306-256E83EC7F7F47EBA6182D1DA6800B5D";"43.6792";"MG";"Conceição das Alagoas";"1.8200";"IRU";"AT";"Aguardando analise"
